Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %,Kandidát
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,3,Martin,Daòo,  2,0.39,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,4,Štefan,Harabin,  11,2.19,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,5,Eduard,Chmelár,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,6,Marian,Kotleba,  8,1.59,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,7,Milan,Krajniak,  4,0.79,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,8,József,Menyhárt,  4,0.79,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,9,František,Mikloško,  5,0.99,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,10,Robert,Mistrík,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,11,Maroš,Šefèoviè,  20,3.99,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,15,Ivan,Zuzula,  2,0.39,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,1,Béla,Bugár,  49,25.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,2,Zuzana,Èaputová,  91,46.42,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,3,Martin,Daòo,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,4,Štefan,Harabin,  22,11.22,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,5,Eduard,Chmelár,  2,1.02,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,6,Marian,Kotleba,  14,7.14,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,7,Milan,Krajniak,  6,3.06,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,8,József,Menyhárt,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,9,František,Mikloško,  5,2.55,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,10,Robert,Mistrík,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,11,Maroš,Šefèoviè,  6,3.06,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,14,Juraj,Zábojník,  1,0.51,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,15,Ivan,Zuzula,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,1,Béla,Bugár,  65,38.23,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,2,Zuzana,Èaputová,  76,44.70,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,3,Martin,Daòo,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,4,Štefan,Harabin,  7,4.11,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,5,Eduard,Chmelár,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,6,Marian,Kotleba,  7,4.11,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,7,Milan,Krajniak,  1,0.58,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,8,József,Menyhárt,  2,1.17,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,9,František,Mikloško,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,10,Robert,Mistrík,  1,0.58,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,11,Maroš,Šefèoviè,  11,6.47,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,15,Ivan,Zuzula,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,1,Béla,Bugár,  43,10.31,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,2,Zuzana,Èaputová,  253,60.67,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,3,Martin,Daòo,  6,1.43,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,4,Štefan,Harabin,  45,10.79,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,5,Eduard,Chmelár,  10,2.39,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,6,Marian,Kotleba,  17,4.07,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,7,Milan,Krajniak,  1,0.23,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,8,József,Menyhárt,  1,0.23,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,9,František,Mikloško,  7,1.67,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,10,Robert,Mistrík,  1,0.23,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,11,Maroš,Šefèoviè,  33,7.91,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,15,Ivan,Zuzula,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,1,Béla,Bugár,  100,30.95,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,2,Zuzana,Èaputová,  156,48.29,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,3,Martin,Daòo,  2,0.61,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,4,Štefan,Harabin,  16,4.95,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,5,Eduard,Chmelár,  1,0.30,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,6,Marian,Kotleba,  3,0.92,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,7,Milan,Krajniak,  11,3.40,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,8,József,Menyhárt,  3,0.92,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,9,František,Mikloško,  7,2.16,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,10,Robert,Mistrík,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,11,Maroš,Šefèoviè,  20,6.19,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,13,Bohumila,Tauchmannová,  1,0.30,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,14,Juraj,Zábojník,  2,0.61,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,15,Ivan,Zuzula,  1,0.30,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,1,Béla,Bugár,  93,31.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,2,Zuzana,Èaputová,  157,52.33,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,3,Martin,Daòo,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,4,Štefan,Harabin,  21,7.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,5,Eduard,Chmelár,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,6,Marian,Kotleba,  5,1.66,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,7,Milan,Krajniak,  7,2.33,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,8,József,Menyhárt,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,9,František,Mikloško,  3,1.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,10,Robert,Mistrík,  1,0.33,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,11,Maroš,Šefèoviè,  12,4.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,12,Róbert,Švec,  1,0.33,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,15,Ivan,Zuzula,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,1,Béla,Bugár,  391,25.04,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,2,Zuzana,Èaputová,  808,51.76,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,3,Martin,Daòo,  6,0.38,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,4,Štefan,Harabin,  99,6.34,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,5,Eduard,Chmelár,  20,1.28,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,6,Marian,Kotleba,  35,2.24,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,7,Milan,Krajniak,  28,1.79,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,8,József,Menyhárt,  19,1.21,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,9,František,Mikloško,  38,2.43,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,10,Robert,Mistrík,  2,0.12,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,11,Maroš,Šefèoviè,  106,6.79,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,12,Róbert,Švec,  3,0.19,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,14,Juraj,Zábojník,  3,0.19,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,15,Ivan,Zuzula,  3,0.19,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,1,Béla,Bugár,  103,64.77,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,2,Zuzana,Èaputová,  43,27.04,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,3,Martin,Daòo,  1,0.62,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,4,Štefan,Harabin,  2,1.25,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,5,Eduard,Chmelár,  1,0.62,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,6,Marian,Kotleba,  6,3.77,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,7,Milan,Krajniak,  1,0.62,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,8,József,Menyhárt,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,9,František,Mikloško,  1,0.62,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,10,Robert,Mistrík,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,11,Maroš,Šefèoviè,  1,0.62,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,15,Ivan,Zuzula,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,1,Béla,Bugár,  29,13.80,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,2,Zuzana,Èaputová,  140,66.66,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,3,Martin,Daòo,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,4,Štefan,Harabin,  17,8.09,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,5,Eduard,Chmelár,  4,1.90,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,6,Marian,Kotleba,  5,2.38,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,7,Milan,Krajniak,  5,2.38,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,8,József,Menyhárt,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,9,František,Mikloško,  2,0.95,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,10,Robert,Mistrík,  0,0.00,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,11,Maroš,Šefèoviè,  8,3.80,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,15,Ivan,Zuzula,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,1,Béla,Bugár,  232,32.90,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,2,Zuzana,Èaputová,  361,51.20,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,3,Martin,Daòo,  3,0.42,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,4,Štefan,Harabin,  34,4.82,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,5,Eduard,Chmelár,  3,0.42,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,6,Marian,Kotleba,  10,1.41,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,7,Milan,Krajniak,  8,1.13,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,8,József,Menyhárt,  21,2.97,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,9,František,Mikloško,  9,1.27,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,10,Robert,Mistrík,  3,0.42,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,11,Maroš,Šefèoviè,  19,2.69,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,13,Bohumila,Tauchmannová,  1,0.14,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,14,Juraj,Zábojník,  1,0.14,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,15,Ivan,Zuzula,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,1,Béla,Bugár,  134,31.52,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,2,Zuzana,Èaputová,  211,49.64,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,3,Martin,Daòo,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,4,Štefan,Harabin,  30,7.05,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,5,Eduard,Chmelár,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,6,Marian,Kotleba,  14,3.29,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,7,Milan,Krajniak,  4,0.94,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,8,József,Menyhárt,  2,0.47,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,9,František,Mikloško,  2,0.47,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,10,Robert,Mistrík,  3,0.70,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,11,Maroš,Šefèoviè,  25,5.88,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,15,Ivan,Zuzula,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,1,Béla,Bugár,  103,19.47,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,2,Zuzana,Èaputová,  337,63.70,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,3,Martin,Daòo,  3,0.56,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,4,Štefan,Harabin,  31,5.86,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,5,Eduard,Chmelár,  4,0.75,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,6,Marian,Kotleba,  13,2.45,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,7,Milan,Krajniak,  9,1.70,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,8,József,Menyhárt,  1,0.18,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,9,František,Mikloško,  1,0.18,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,10,Robert,Mistrík,  1,0.18,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,11,Maroš,Šefèoviè,  24,4.53,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,13,Bohumila,Tauchmannová,  1,0.18,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,15,Ivan,Zuzula,  1,0.18,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,1,Béla,Bugár,  8,1.51,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,2,Zuzana,Èaputová,  169,32.06,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,3,Martin,Daòo,  4,0.75,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,4,Štefan,Harabin,  76,14.42,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,5,Eduard,Chmelár,  26,4.93,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,6,Marian,Kotleba,  62,11.76,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,7,Milan,Krajniak,  11,2.08,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,8,József,Menyhárt,  0,0.00,X
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,9,František,Mikloško,  41,7.77,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,10,Robert,Mistrík,  1,0.18,X
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,11,Maroš,Šefèoviè,  123,23.33,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,12,Róbert,Švec,  4,0.75,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,13,Bohumila,Tauchmannová,  1,0.18,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,14,Juraj,Zábojník,  0,0.00,
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,15,Ivan,Zuzula,  1,0.18,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,1,Béla,Bugár,  349,62.88,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,2,Zuzana,Èaputová,  149,26.84,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,3,Martin,Daòo,  5,0.90,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,4,Štefan,Harabin,  7,1.26,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,5,Eduard,Chmelár,  11,1.98,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,6,Marian,Kotleba,  13,2.34,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,7,Milan,Krajniak,  4,0.72,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,8,József,Menyhárt,  5,0.90,X
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,9,František,Mikloško,  0,0.00,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,10,Robert,Mistrík,  1,0.18,X
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,11,Maroš,Šefèoviè,  9,1.62,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,12,Róbert,Švec,  0,0.00,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,13,Bohumila,Tauchmannová,  0,0.00,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,14,Juraj,Zábojník,  1,0.18,
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,15,Ivan,Zuzula,  1,0.18,
2,Trnavskı kraj,202,Galanta,202,Galanta,503703,Èierny Brod,1,Béla,Bugár,  123,28.87,
2,Trnavskı kraj,202,Galanta,202,Galanta,503703,Èierny Brod,2,Zuzana,Èaputová,  239,56.10,
2,Trnavskı kraj,202,Galanta,202,Galanta,503703,Èierny Brod,3,Martin,Daòo,  0,0.00,
