Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %,"Poèet platnıch hlasov v mestách a mestskıch èastiach","Podiel platnıch hlasov v mestách a mestskıch èastiach v %","Poèet platnıch hlasov v obciach","Podiel platnıch hlasov v obciach v %",Kandidát
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,4,Štefan,Harabin, 1 747,12.50,  695,16.05, 1 052,10.91,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,5,Eduard,Chmelár,  282,2.01,  132,3.04,  150,1.55,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,6,Marian,Kotleba, 2 548,18.24,  699,16.14, 1 849,19.18,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,7,Milan,Krajniak,  314,2.24,  76,1.75,  238,2.46,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,8,József,Menyhárt,  30,0.21,  1,0.02,  29,0.30,X
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,9,František,Mikloško,  341,2.44,  102,2.35,  239,2.47,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,10,Robert,Mistrík,  22,0.15,  6,0.13,  16,0.16,X
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,11,Maroš,Šefèoviè, 2 558,18.31,  881,20.35, 1 677,17.39,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,12,Róbert,Švec,  61,0.43,  19,0.43,  42,0.43,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,13,Bohumila,Tauchmannová,  24,0.17,  12,0.27,  12,0.12,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,14,Juraj,Zábojník,  24,0.17,  10,0.23,  14,0.14,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,15,Ivan,Zuzula,  23,0.16,  4,0.09,  19,0.19,
6,Banskobystrickı kraj,606,Zvolen,1,Béla,Bugár,  588,1.15,  336,1.04,  252,1.33,
6,Banskobystrickı kraj,606,Zvolen,2,Zuzana,Èaputová, 18 571,36.36, 12 614,39.26, 5 957,31.44,
6,Banskobystrickı kraj,606,Zvolen,3,Martin,Daòo,  255,0.49,  152,0.47,  103,0.54,
6,Banskobystrickı kraj,606,Zvolen,4,Štefan,Harabin, 7 660,15.00, 4 848,15.09, 2 812,14.84,
6,Banskobystrickı kraj,606,Zvolen,5,Eduard,Chmelár, 1 625,3.18, 1 054,3.28,  571,3.01,
6,Banskobystrickı kraj,606,Zvolen,6,Marian,Kotleba, 7 026,13.75, 3 573,11.12, 3 453,18.22,
6,Banskobystrickı kraj,606,Zvolen,7,Milan,Krajniak, 1 382,2.70,  808,2.51,  574,3.02,
6,Banskobystrickı kraj,606,Zvolen,8,József,Menyhárt,  8,0.01,  5,0.01,  3,0.01,X
6,Banskobystrickı kraj,606,Zvolen,9,František,Mikloško, 2 117,4.14, 1 371,4.26,  746,3.93,
6,Banskobystrickı kraj,606,Zvolen,10,Robert,Mistrík,  77,0.15,  38,0.11,  39,0.20,X
6,Banskobystrickı kraj,606,Zvolen,11,Maroš,Šefèoviè, 11 287,22.10, 7 067,22.00, 4 220,22.27,
6,Banskobystrickı kraj,606,Zvolen,12,Róbert,Švec,  199,0.38,  120,0.37,  79,0.41,
6,Banskobystrickı kraj,606,Zvolen,13,Bohumila,Tauchmannová,  102,0.19,  40,0.12,  62,0.32,
6,Banskobystrickı kraj,606,Zvolen,14,Juraj,Zábojník,  103,0.20,  55,0.17,  48,0.25,
6,Banskobystrickı kraj,606,Zvolen,15,Ivan,Zuzula,  66,0.12,  41,0.12,  25,0.13,
6,Banskobystrickı kraj,607,iar nad Hronom,1,Béla,Bugár,  514,1.40,  233,1.25,  281,1.55,
6,Banskobystrickı kraj,607,iar nad Hronom,2,Zuzana,Èaputová, 13 235,36.06, 7 403,39.75, 5 832,32.26,
6,Banskobystrickı kraj,607,iar nad Hronom,3,Martin,Daòo,  167,0.45,  74,0.39,  93,0.51,
6,Banskobystrickı kraj,607,iar nad Hronom,4,Štefan,Harabin, 5 497,14.97, 2 761,14.82, 2 736,15.13,
6,Banskobystrickı kraj,607,iar nad Hronom,5,Eduard,Chmelár, 1 000,2.72,  560,3.00,  440,2.43,
6,Banskobystrickı kraj,607,iar nad Hronom,6,Marian,Kotleba, 5 640,15.36, 2 312,12.41, 3 328,18.41,
6,Banskobystrickı kraj,607,iar nad Hronom,7,Milan,Krajniak,  801,2.18,  384,2.06,  417,2.30,
6,Banskobystrickı kraj,607,iar nad Hronom,8,József,Menyhárt,  12,0.03,  5,0.02,  7,0.03,X
6,Banskobystrickı kraj,607,iar nad Hronom,9,František,Mikloško, 1 647,4.48,  903,4.84,  744,4.11,
6,Banskobystrickı kraj,607,iar nad Hronom,10,Robert,Mistrík,  72,0.19,  35,0.18,  37,0.20,X
6,Banskobystrickı kraj,607,iar nad Hronom,11,Maroš,Šefèoviè, 7 776,21.18, 3 791,20.35, 3 985,22.04,
6,Banskobystrickı kraj,607,iar nad Hronom,12,Róbert,Švec,  94,0.25,  44,0.23,  50,0.27,
6,Banskobystrickı kraj,607,iar nad Hronom,13,Bohumila,Tauchmannová,  62,0.16,  26,0.13,  36,0.19,
6,Banskobystrickı kraj,607,iar nad Hronom,14,Juraj,Zábojník,  103,0.28,  51,0.27,  52,0.28,
6,Banskobystrickı kraj,607,iar nad Hronom,15,Ivan,Zuzula,  78,0.21,  41,0.22,  37,0.20,
7,Prešovskı kraj,701,Bardejov,1,Béla,Bugár,  683,2.40,  177,1.48,  506,3.07,
7,Prešovskı kraj,701,Bardejov,2,Zuzana,Èaputová, 7 891,27.80, 4 116,34.55, 3 775,22.91,
7,Prešovskı kraj,701,Bardejov,3,Martin,Daòo,  185,0.65,  61,0.51,  124,0.75,
7,Prešovskı kraj,701,Bardejov,4,Štefan,Harabin, 5 210,18.35, 2 081,17.47, 3 129,18.99,
7,Prešovskı kraj,701,Bardejov,5,Eduard,Chmelár,  748,2.63,  339,2.84,  409,2.48,
7,Prešovskı kraj,701,Bardejov,6,Marian,Kotleba, 2 635,9.28, 1 000,8.39, 1 635,9.92,
7,Prešovskı kraj,701,Bardejov,7,Milan,Krajniak, 1 064,3.74,  356,2.98,  708,4.29,
7,Prešovskı kraj,701,Bardejov,8,József,Menyhárt,  10,0.03,  0,0.00,  10,0.06,X
7,Prešovskı kraj,701,Bardejov,9,František,Mikloško, 3 263,11.49, 1 214,10.19, 2 049,12.43,
7,Prešovskı kraj,701,Bardejov,10,Robert,Mistrík,  58,0.20,  18,0.15,  40,0.24,X
7,Prešovskı kraj,701,Bardejov,11,Maroš,Šefèoviè, 6 307,22.22, 2 427,20.37, 3 880,23.55,
7,Prešovskı kraj,701,Bardejov,12,Róbert,Švec,  95,0.33,  40,0.33,  55,0.33,
7,Prešovskı kraj,701,Bardejov,13,Bohumila,Tauchmannová,  82,0.28,  33,0.27,  49,0.29,
7,Prešovskı kraj,701,Bardejov,14,Juraj,Zábojník,  104,0.36,  31,0.26,  73,0.44,
7,Prešovskı kraj,701,Bardejov,15,Ivan,Zuzula,  47,0.16,  17,0.14,  30,0.18,
7,Prešovskı kraj,702,Humenné,1,Béla,Bugár,  879,2.36,  293,1.59,  586,3.13,
7,Prešovskı kraj,702,Humenné,2,Zuzana,Èaputová, 8 677,23.36, 5 123,27.80, 3 554,19.00,
7,Prešovskı kraj,702,Humenné,3,Martin,Daòo,  312,0.84,  160,0.86,  152,0.81,
7,Prešovskı kraj,702,Humenné,4,Štefan,Harabin, 8 737,23.53, 4 220,22.90, 4 517,24.14,
7,Prešovskı kraj,702,Humenné,5,Eduard,Chmelár,  909,2.44,  531,2.88,  378,2.02,
7,Prešovskı kraj,702,Humenné,6,Marian,Kotleba, 3 745,10.08, 1 652,8.96, 2 093,11.19,
7,Prešovskı kraj,702,Humenné,7,Milan,Krajniak, 1 614,4.34,  674,3.65,  940,5.02,
7,Prešovskı kraj,702,Humenné,8,József,Menyhárt,  13,0.03,  3,0.01,  10,0.05,X
7,Prešovskı kraj,702,Humenné,9,František,Mikloško, 2 361,6.35, 1 170,6.35, 1 191,6.36,
7,Prešovskı kraj,702,Humenné,10,Robert,Mistrík,  64,0.17,  24,0.13,  40,0.21,X
7,Prešovskı kraj,702,Humenné,11,Maroš,Šefèoviè, 9 444,25.43, 4 411,23.94, 5 033,26.90,
7,Prešovskı kraj,702,Humenné,12,Róbert,Švec,  118,0.31,  63,0.34,  55,0.29,
7,Prešovskı kraj,702,Humenné,13,Bohumila,Tauchmannová,  54,0.14,  25,0.13,  29,0.15,
7,Prešovskı kraj,702,Humenné,14,Juraj,Zábojník,  155,0.41,  62,0.33,  93,0.49,
7,Prešovskı kraj,702,Humenné,15,Ivan,Zuzula,  47,0.12,  14,0.07,  33,0.17,
7,Prešovskı kraj,703,Kemarok,1,Béla,Bugár,  198,0.88,  83,0.85,  115,0.90,
7,Prešovskı kraj,703,Kemarok,2,Zuzana,Èaputová, 7 210,32.18, 3 637,37.30, 3 573,28.23,
7,Prešovskı kraj,703,Kemarok,3,Martin,Daòo,  101,0.45,  46,0.47,  55,0.43,
7,Prešovskı kraj,703,Kemarok,4,Štefan,Harabin, 4 468,19.94, 1 754,17.98, 2 714,21.44,
7,Prešovskı kraj,703,Kemarok,5,Eduard,Chmelár,  385,1.71,  211,2.16,  174,1.37,
7,Prešovskı kraj,703,Kemarok,6,Marian,Kotleba, 3 623,16.17, 1 333,13.67, 2 290,18.09,
7,Prešovskı kraj,703,Kemarok,7,Milan,Krajniak,  769,3.43,  322,3.30,  447,3.53,
7,Prešovskı kraj,703,Kemarok,8,József,Menyhárt,  7,0.03,  3,0.03,  4,0.03,X
7,Prešovskı kraj,703,Kemarok,9,František,Mikloško, 2 553,11.39,  781,8.01, 1 772,14.00,
7,Prešovskı kraj,703,Kemarok,10,Robert,Mistrík,  38,0.16,  9,0.09,  29,0.22,X
7,Prešovskı kraj,703,Kemarok,11,Maroš,Šefèoviè, 2 866,12.79, 1 486,15.24, 1 380,10.90,
7,Prešovskı kraj,703,Kemarok,12,Róbert,Švec,  60,0.26,  29,0.29,  31,0.24,
7,Prešovskı kraj,703,Kemarok,13,Bohumila,Tauchmannová,  44,0.19,  22,0.22,  22,0.17,
7,Prešovskı kraj,703,Kemarok,14,Juraj,Zábojník,  42,0.18,  15,0.15,  27,0.21,
7,Prešovskı kraj,703,Kemarok,15,Ivan,Zuzula,  39,0.17,  19,0.19,  20,0.15,
7,Prešovskı kraj,704,Poprad,1,Béla,Bugár,  520,0.96,  289,0.87,  231,1.11,
7,Prešovskı kraj,704,Poprad,2,Zuzana,Èaputová, 21 114,39.11, 14 112,42.49, 7 002,33.70,
7,Prešovskı kraj,704,Poprad,3,Martin,Daòo,  272,0.50,  147,0.44,  125,0.60,
7,Prešovskı kraj,704,Poprad,4,Štefan,Harabin, 9 900,18.33, 5 839,17.58, 4 061,19.54,
7,Prešovskı kraj,704,Poprad,5,Eduard,Chmelár, 1 360,2.51,  879,2.64,  481,2.31,
7,Prešovskı kraj,704,Poprad,6,Marian,Kotleba, 5 922,10.96, 3 058,9.20, 2 864,13.78,
7,Prešovskı kraj,704,Poprad,7,Milan,Krajniak, 1 592,2.94,  939,2.82,  653,3.14,
7,Prešovskı kraj,704,Poprad,8,József,Menyhárt,  8,0.01,  6,0.01,  2,0.00,X
7,Prešovskı kraj,704,Poprad,9,František,Mikloško, 4 496,8.32, 2 528,7.61, 1 968,9.47,
7,Prešovskı kraj,704,Poprad,10,Robert,Mistrík,  75,0.13,  38,0.11,  37,0.17,X
7,Prešovskı kraj,704,Poprad,11,Maroš,Šefèoviè, 8 300,15.37, 5 139,15.47, 3 161,15.21,
7,Prešovskı kraj,704,Poprad,12,Róbert,Švec,  132,0.24,  78,0.23,  54,0.25,
7,Prešovskı kraj,704,Poprad,13,Bohumila,Tauchmannová,  74,0.13,  49,0.14,  25,0.12,
7,Prešovskı kraj,704,Poprad,14,Juraj,Zábojník,  125,0.23,  60,0.18,  65,0.31,
7,Prešovskı kraj,704,Poprad,15,Ivan,Zuzula,  95,0.17,  49,0.14,  46,0.22,
7,Prešovskı kraj,705,Prešov,1,Béla,Bugár, 1 141,1.30,  532,1.16,  609,1.46,
7,Prešovskı kraj,705,Prešov,2,Zuzana,Èaputová, 29 980,34.27, 18 541,40.44, 11 439,27.48,
7,Prešovskı kraj,705,Prešov,3,Martin,Daòo,  493,0.56,  238,0.51,  255,0.61,
7,Prešovskı kraj,705,Prešov,4,Štefan,Harabin, 12 234,13.98, 6 459,14.09, 5 775,13.87,
7,Prešovskı kraj,705,Prešov,5,Eduard,Chmelár, 2 133,2.43, 1 243,2.71,  890,2.13,
7,Prešovskı kraj,705,Prešov,6,Marian,Kotleba, 9 310,10.64, 3 521,7.68, 5 789,13.90,
7,Prešovskı kraj,705,Prešov,7,Milan,Krajniak, 3 850,4.40, 1 746,3.80, 2 104,5.05,
7,Prešovskı kraj,705,Prešov,8,József,Menyhárt,  17,0.01,  7,0.01,  10,0.02,X
7,Prešovskı kraj,705,Prešov,9,František,Mikloško, 10 503,12.00, 4 784,10.43, 5 719,13.74,
7,Prešovskı kraj,705,Prešov,10,Robert,Mistrík,  166,0.18,  66,0.14,  100,0.24,X
7,Prešovskı kraj,705,Prešov,11,Maroš,Šefèoviè, 16 856,19.27, 8 359,18.23, 8 497,20.41,
7,Prešovskı kraj,705,Prešov,12,Róbert,Švec,  264,0.30,  113,0.24,  151,0.36,
7,Prešovskı kraj,705,Prešov,13,Bohumila,Tauchmannová,  111,0.12,  53,0.11,  58,0.13,
7,Prešovskı kraj,705,Prešov,14,Juraj,Zábojník,  189,0.21,  87,0.18,  102,0.24,
7,Prešovskı kraj,705,Prešov,15,Ivan,Zuzula,  213,0.24,  91,0.19,  122,0.29,
7,Prešovskı kraj,706,Stará ¼ubovòa,1,Béla,Bugár,  202,1.14,  63,0.97,  139,1.25,
7,Prešovskı kraj,706,Stará ¼ubovòa,2,Zuzana,Èaputová, 3 925,22.33, 1 895,29.27, 2 030,18.28,
7,Prešovskı kraj,706,Stará ¼ubovòa,3,Martin,Daòo,  97,0.55,  25,0.38,  72,0.64,
7,Prešovskı kraj,706,Stará ¼ubovòa,4,Štefan,Harabin, 3 706,21.08, 1 251,19.32, 2 455,22.11,
7,Prešovskı kraj,706,Stará ¼ubovòa,5,Eduard,Chmelár,  426,2.42,  139,2.14,  287,2.58,
7,Prešovskı kraj,706,Stará ¼ubovòa,6,Marian,Kotleba, 2 511,14.28,  740,11.43, 1 771,15.95,
7,Prešovskı kraj,706,Stará ¼ubovòa,7,Milan,Krajniak,  716,4.07,  218,3.36,  498,4.48,
7,Prešovskı kraj,706,Stará ¼ubovòa,8,József,Menyhárt,  5,0.02,  1,0.01,  4,0.03,X
7,Prešovskı kraj,706,Stará ¼ubovòa,9,František,Mikloško, 2 085,11.86,  723,11.16, 1 362,12.26,
7,Prešovskı kraj,706,Stará ¼ubovòa,10,Robert,Mistrík,  28,0.15,  10,0.15,  18,0.16,X
7,Prešovskı kraj,706,Stará ¼ubovòa,11,Maroš,Šefèoviè, 3 686,20.97, 1 350,20.85, 2 336,21.04,
7,Prešovskı kraj,706,Stará ¼ubovòa,12,Róbert,Švec,  48,0.27,  15,0.23,  33,0.29,
7,Prešovskı kraj,706,Stará ¼ubovòa,13,Bohumila,Tauchmannová,  43,0.24,  16,0.24,  27,0.24,
7,Prešovskı kraj,706,Stará ¼ubovòa,14,Juraj,Zábojník,  51,0.29,  17,0.26,  34,0.30,
7,Prešovskı kraj,706,Stará ¼ubovòa,15,Ivan,Zuzula,  46,0.26,  10,0.15,  36,0.32,
7,Prešovskı kraj,707,Stropkov,1,Béla,Bugár,  217,2.95,  46,1.31,  171,4.45,
7,Prešovskı kraj,707,Stropkov,2,Zuzana,Èaputová, 1 825,24.87, 1 088,31.09,  737,19.20,
7,Prešovskı kraj,707,Stropkov,3,Martin,Daòo,  21,0.28,  13,0.37,  8,0.20,
7,Prešovskı kraj,707,Stropkov,4,Štefan,Harabin, 1 415,19.28,  657,18.77,  758,19.75,
7,Prešovskı kraj,707,Stropkov,5,Eduard,Chmelár,  178,2.42,  92,2.62,  86,2.24,
7,Prešovskı kraj,707,Stropkov,6,Marian,Kotleba,  829,11.30,  339,9.68,  490,12.77,
7,Prešovskı kraj,707,Stropkov,7,Milan,Krajniak,  371,5.05,  119,3.40,  252,6.56,
7,Prešovskı kraj,707,Stropkov,8,József,Menyhárt,  3,0.04,  1,0.02,  2,0.05,X
7,Prešovskı kraj,707,Stropkov,9,František,Mikloško,  488,6.65,  291,8.31,  197,5.13,
7,Prešovskı kraj,707,Stropkov,10,Robert,Mistrík,  10,0.13,  7,0.20,  3,0.07,X
7,Prešovskı kraj,707,Stropkov,11,Maroš,Šefèoviè, 1 849,25.20,  797,22.77, 1 052,27.41,
7,Prešovskı kraj,707,Stropkov,12,Róbert,Švec,  36,0.49,  19,0.54,  17,0.44,
7,Prešovskı kraj,707,Stropkov,13,Bohumila,Tauchmannová,  26,0.35,  5,0.14,  21,0.54,
7,Prešovskı kraj,707,Stropkov,14,Juraj,Zábojník,  56,0.76,  19,0.54,  37,0.96,
7,Prešovskı kraj,707,Stropkov,15,Ivan,Zuzula,  12,0.16,  6,0.17,  6,0.15,
7,Prešovskı kraj,708,Svidník,1,Béla,Bugár,  488,4.21,  102,2.04,  386,5.85,
7,Prešovskı kraj,708,Svidník,2,Zuzana,Èaputová, 2 271,19.59, 1 157,23.15, 1 114,16.89,
7,Prešovskı kraj,708,Svidník,3,Martin,Daòo,  70,0.60,  33,0.66,  37,0.56,
7,Prešovskı kraj,708,Svidník,4,Štefan,Harabin, 2 980,25.70, 1 272,25.45, 1 708,25.90,
7,Prešovskı kraj,708,Svidník,5,Eduard,Chmelár,  379,3.26,  206,4.12,  173,2.62,
7,Prešovskı kraj,708,Svidník,6,Marian,Kotleba, 1 284,11.07,  475,9.50,  809,12.26,
7,Prešovskı kraj,708,Svidník,7,Milan,Krajniak,  459,3.95,  174,3.48,  285,4.32,
7,Prešovskı kraj,708,Svidník,8,József,Menyhárt,  5,0.04,  0,0.00,  5,0.07,X
7,Prešovskı kraj,708,Svidník,9,František,Mikloško,  579,4.99,  287,5.74,  292,4.42,
7,Prešovskı kraj,708,Svidník,10,Robert,Mistrík,  15,0.12,  4,0.08,  11,0.16,X
7,Prešovskı kraj,708,Svidník,11,Maroš,Šefèoviè, 2 839,24.49, 1 242,24.85, 1 597,24.21,
7,Prešovskı kraj,708,Svidník,12,Róbert,Švec,  49,0.42,  12,0.24,  37,0.56,
7,Prešovskı kraj,708,Svidník,13,Bohumila,Tauchmannová,  38,0.32,  11,0.22,  27,0.40,
7,Prešovskı kraj,708,Svidník,14,Juraj,Zábojník,  96,0.82,  15,0.30,  81,1.22,
7,Prešovskı kraj,708,Svidník,15,Ivan,Zuzula,  39,0.33,  7,0.14,  32,0.48,
7,Prešovskı kraj,709,Vranov nad Top¾ou,1,Béla,Bugár,  293,1.19,  98,1.17,  195,1.20,
7,Prešovskı kraj,709,Vranov nad Top¾ou,2,Zuzana,Èaputová, 5 052,20.61, 2 085,24.96, 2 967,18.36,
7,Prešovskı kraj,709,Vranov nad Top¾ou,3,Martin,Daòo,  116,0.47,  51,0.61,  65,0.40,
7,Prešovskı kraj,709,Vranov nad Top¾ou,4,Štefan,Harabin, 4 715,19.23, 1 677,20.07, 3 038,18.80,
7,Prešovskı kraj,709,Vranov nad Top¾ou,5,Eduard,Chmelár,  605,2.46,  252,3.01,  353,2.18,
7,Prešovskı kraj,709,Vranov nad Top¾ou,6,Marian,Kotleba, 3 655,14.91, 1 054,12.61, 2 601,16.09,
7,Prešovskı kraj,709,Vranov nad Top¾ou,7,Milan,Krajniak, 1 242,5.06,  334,3.99,  908,5.61,
7,Prešovskı kraj,709,Vranov nad Top¾ou,8,József,Menyhárt,  8,0.03,  1,0.01,  7,0.04,X
7,Prešovskı kraj,709,Vranov nad Top¾ou,9,František,Mikloško, 2 133,8.70,  737,8.82, 1 396,8.63,
7,Prešovskı kraj,709,Vranov nad Top¾ou,10,Robert,Mistrík,  44,0.17,  9,0.10,  35,0.21,X
7,Prešovskı kraj,709,Vranov nad Top¾ou,11,Maroš,Šefèoviè, 6 375,26.00, 1 984,23.75, 4 391,27.17,
7,Prešovskı kraj,709,Vranov nad Top¾ou,12,Róbert,Švec,  90,0.36,  32,0.38,  58,0.35,
7,Prešovskı kraj,709,Vranov nad Top¾ou,13,Bohumila,Tauchmannová,  78,0.31,  12,0.14,  66,0.40,
7,Prešovskı kraj,709,Vranov nad Top¾ou,14,Juraj,Zábojník,  58,0.23,  13,0.15,  45,0.27,
7,Prešovskı kraj,709,Vranov nad Top¾ou,15,Ivan,Zuzula,  46,0.18,  13,0.15,  33,0.20,
8,Košickı kraj,801,Košice,1,Béla,Bugár, 1 411,1.53, 1 411,1.53,  0,0.00,
8,Košickı kraj,801,Košice,2,Zuzana,Èaputová, 45 550,49.68, 45 550,49.68,  0,0.00,
8,Košickı kraj,801,Košice,3,Martin,Daòo,  532,0.58,  532,0.58,  0,0.00,
8,Košickı kraj,801,Košice,4,Štefan,Harabin, 12 966,14.14, 12 966,14.14,  0,0.00,
8,Košickı kraj,801,Košice,5,Eduard,Chmelár, 2 644,2.88, 2 644,2.88,  0,0.00,
8,Košickı kraj,801,Košice,6,Marian,Kotleba, 5 730,6.24, 5 730,6.24,  0,0.00,
8,Košickı kraj,801,Košice,7,Milan,Krajniak, 2 642,2.88, 2 642,2.88,  0,0.00,
8,Košickı kraj,801,Košice,8,József,Menyhárt,  11,0.01,  11,0.01,  0,0.00,X
8,Košickı kraj,801,Košice,9,František,Mikloško, 5 497,5.99, 5 497,5.99,  0,0.00,
8,Košickı kraj,801,Košice,10,Robert,Mistrík,  111,0.12,  111,0.12,  0,0.00,X
8,Košickı kraj,801,Košice,11,Maroš,Šefèoviè, 13 977,15.24, 13 977,15.24,  0,0.00,
8,Košickı kraj,801,Košice,12,Róbert,Švec,  187,0.20,  187,0.20,  0,0.00,
8,Košickı kraj,801,Košice,13,Bohumila,Tauchmannová,  119,0.12,  119,0.12,  0,0.00,
8,Košickı kraj,801,Košice,14,Juraj,Zábojník,  163,0.17,  163,0.17,  0,0.00,
8,Košickı kraj,801,Košice,15,Ivan,Zuzula,  141,0.15,  141,0.15,  0,0.00,
8,Košickı kraj,802,Košice - okolie,1,Béla,Bugár, 1 970,4.84,  387,10.81, 1 583,4.26,
8,Košickı kraj,802,Košice - okolie,2,Zuzana,Èaputová, 15 958,39.22, 1 526,42.62, 14 432,38.90,
8,Košickı kraj,802,Košice - okolie,3,Martin,Daòo,  313,0.76,  15,0.41,  298,0.80,
8,Košickı kraj,802,Košice - okolie,4,Štefan,Harabin, 5 824,14.31,  386,10.78, 5 438,14.65,
8,Košickı kraj,802,Košice - okolie,5,Eduard,Chmelár,  920,2.26,  82,2.29,  838,2.25,
8,Košickı kraj,802,Košice - okolie,6,Marian,Kotleba, 4 892,12.02,  477,13.32, 4 415,11.90,
8,Košickı kraj,802,Košice - okolie,7,Milan,Krajniak, 1 521,3.73,  80,2.23, 1 441,3.88,
8,Košickı kraj,802,Košice - okolie,8,József,Menyhárt,  42,0.10,  18,0.50,  24,0.06,X
8,Košickı kraj,802,Košice - okolie,9,František,Mikloško, 2 254,5.54,  95,2.65, 2 159,5.81,
8,Košickı kraj,802,Košice - okolie,10,Robert,Mistrík,  65,0.15,  4,0.11,  61,0.16,X
8,Košickı kraj,802,Košice - okolie,11,Maroš,Šefèoviè, 6 561,16.12,  487,13.60, 6 074,16.37,
8,Košickı kraj,802,Košice - okolie,12,Róbert,Švec,  132,0.32,  9,0.25,  123,0.33,
8,Košickı kraj,802,Košice - okolie,13,Bohumila,Tauchmannová,  72,0.17,  3,0.08,  69,0.18,
8,Košickı kraj,802,Košice - okolie,14,Juraj,Zábojník,  82,0.20,  5,0.13,  77,0.20,
8,Košickı kraj,802,Košice - okolie,15,Ivan,Zuzula,  74,0.18,  6,0.16,  68,0.18,
8,Košickı kraj,803,Michalovce,1,Béla,Bugár, 2 172,5.39,  587,3.22, 1 585,7.19,
8,Košickı kraj,803,Michalovce,2,Zuzana,Èaputová, 10 786,26.80, 5 836,32.06, 4 950,22.46,
8,Košickı kraj,803,Michalovce,3,Martin,Daòo,  281,0.69,  133,0.73,  148,0.67,
8,Košickı kraj,803,Michalovce,4,Štefan,Harabin, 7 821,19.43, 3 564,19.58, 4 257,19.32,
8,Košickı kraj,803,Michalovce,5,Eduard,Chmelár, 1 098,2.72,  578,3.17,  520,2.35,
8,Košickı kraj,803,Michalovce,6,Marian,Kotleba, 4 397,10.92, 1 720,9.45, 2 677,12.14,
8,Košickı kraj,803,Michalovce,7,Milan,Krajniak, 1 494,3.71,  608,3.34,  886,4.02,
8,Košickı kraj,803,Michalovce,8,József,Menyhárt,  41,0.10,  13,0.07,  28,0.12,X
8,Košickı kraj,803,Michalovce,9,František,Mikloško, 1 832,4.55,  858,4.71,  974,4.42,
8,Košickı kraj,803,Michalovce,10,Robert,Mistrík,  74,0.18,  29,0.15,  45,0.20,X
8,Košickı kraj,803,Michalovce,11,Maroš,Šefèoviè, 9 862,24.51, 4 130,22.69, 5 732,26.01,
8,Košickı kraj,803,Michalovce,12,Róbert,Švec,  106,0.26,  36,0.19,  70,0.31,
8,Košickı kraj,803,Michalovce,13,Bohumila,Tauchmannová,  96,0.23,  39,0.21,  57,0.25,
8,Košickı kraj,803,Michalovce,14,Juraj,Zábojník,  111,0.27,  42,0.23,  69,0.31,
8,Košickı kraj,803,Michalovce,15,Ivan,Zuzula,  61,0.15,  25,0.13,  36,0.16,
8,Košickı kraj,804,Roòava,1,Béla,Bugár, 1 648,9.21,  352,5.10, 1 296,11.78,
8,Košickı kraj,804,Roòava,2,Zuzana,Èaputová, 7 095,39.66, 3 169,45.97, 3 926,35.71,
8,Košickı kraj,804,Roòava,3,Martin,Daòo,  78,0.43,  30,0.43,  48,0.43,
8,Košickı kraj,804,Roòava,4,Štefan,Harabin, 2 176,12.16,  818,11.86, 1 358,12.35,
8,Košickı kraj,804,Roòava,5,Eduard,Chmelár,  459,2.56,  220,3.19,  239,2.17,
8,Košickı kraj,804,Roòava,6,Marian,Kotleba, 2 552,14.26,  844,12.24, 1 708,15.53,
8,Košickı kraj,804,Roòava,7,Milan,Krajniak,  571,3.19,  221,3.20,  350,3.18,
8,Košickı kraj,804,Roòava,8,József,Menyhárt,  19,0.10,  5,0.07,  14,0.12,X
8,Košickı kraj,804,Roòava,9,František,Mikloško,  293,1.63,  164,2.37,  129,1.17,
8,Košickı kraj,804,Roòava,10,Robert,Mistrík,  22,0.12,  5,0.07,  17,0.15,X
8,Košickı kraj,804,Roòava,11,Maroš,Šefèoviè, 2 793,15.61,  985,14.28, 1 808,16.44,
8,Košickı kraj,804,Roòava,12,Róbert,Švec,  72,0.40,  29,0.42,  43,0.39,
8,Košickı kraj,804,Roòava,13,Bohumila,Tauchmannová,  27,0.15,  14,0.20,  13,0.11,
8,Košickı kraj,804,Roòava,14,Juraj,Zábojník,  41,0.22,  20,0.29,  21,0.19,
8,Košickı kraj,804,Roòava,15,Ivan,Zuzula,  40,0.22,  17,0.24,  23,0.20,
8,Košickı kraj,805,Spišská Nová Ves,1,Béla,Bugár,  465,1.13,  199,0.98,  266,1.27,
8,Košickı kraj,805,Spišská Nová Ves,2,Zuzana,Èaputová, 13 087,31.98, 7 142,35.50, 5 945,28.58,
8,Košickı kraj,805,Spišská Nová Ves,3,Martin,Daòo,  220,0.53,  94,0.46,  126,0.60,
