Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %,"Poèet platnıch hlasov v mestách a mestskıch èastiach","Podiel platnıch hlasov v mestách a mestskıch èastiach v %","Poèet platnıch hlasov v obciach","Podiel platnıch hlasov v obciach v %",Kandidát
1,Bratislavskı kraj,101,Bratislava,105,Bratislava V,13,Bohumila,Tauchmannová,  75,0.12,  75,0.12,  0,0.00,
1,Bratislavskı kraj,101,Bratislava,105,Bratislava V,14,Juraj,Zábojník,  145,0.24,  145,0.24,  0,0.00,
1,Bratislavskı kraj,101,Bratislava,105,Bratislava V,15,Ivan,Zuzula,  112,0.19,  112,0.19,  0,0.00,
1,Bratislavskı kraj,102,Malacky,106,Malacky,1,Béla,Bugár,  285,0.90,  115,0.86,  170,0.93,
1,Bratislavskı kraj,102,Malacky,106,Malacky,2,Zuzana,Èaputová, 15 864,50.48, 7 160,53.72, 8 704,48.09,
1,Bratislavskı kraj,102,Malacky,106,Malacky,3,Martin,Daòo,  134,0.42,  53,0.39,  81,0.44,
1,Bratislavskı kraj,102,Malacky,106,Malacky,4,Štefan,Harabin, 3 794,12.07, 1 528,11.46, 2 266,12.52,
1,Bratislavskı kraj,102,Malacky,106,Malacky,5,Eduard,Chmelár,  847,2.69,  414,3.10,  433,2.39,
1,Bratislavskı kraj,102,Malacky,106,Malacky,6,Marian,Kotleba, 2 966,9.43, 1 059,7.94, 1 907,10.53,
1,Bratislavskı kraj,102,Malacky,106,Malacky,7,Milan,Krajniak,  821,2.61,  309,2.31,  512,2.82,
1,Bratislavskı kraj,102,Malacky,106,Malacky,8,József,Menyhárt,  5,0.01,  1,0.00,  4,0.02,X
1,Bratislavskı kraj,102,Malacky,106,Malacky,9,František,Mikloško, 1 135,3.61,  506,3.79,  629,3.47,
1,Bratislavskı kraj,102,Malacky,106,Malacky,10,Robert,Mistrík,  44,0.14,  23,0.17,  21,0.11,X
1,Bratislavskı kraj,102,Malacky,106,Malacky,11,Maroš,Šefèoviè, 5 231,16.64, 2 042,15.32, 3 189,17.62,
1,Bratislavskı kraj,102,Malacky,106,Malacky,12,Róbert,Švec,  71,0.22,  26,0.19,  45,0.24,
1,Bratislavskı kraj,102,Malacky,106,Malacky,13,Bohumila,Tauchmannová,  41,0.13,  20,0.15,  21,0.11,
1,Bratislavskı kraj,102,Malacky,106,Malacky,14,Juraj,Zábojník,  116,0.36,  45,0.33,  71,0.39,
1,Bratislavskı kraj,102,Malacky,106,Malacky,15,Ivan,Zuzula,  71,0.22,  27,0.20,  44,0.24,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,1,Béla,Bugár,  178,0.53,  100,0.50,  78,0.57,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,2,Zuzana,Èaputová, 19 301,57.60, 12 328,61.80, 6 973,51.41,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,3,Martin,Daòo,  104,0.31,  47,0.23,  57,0.42,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,4,Štefan,Harabin, 3 821,11.40, 2 095,10.50, 1 726,12.72,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,5,Eduard,Chmelár, 1 116,3.33,  699,3.50,  417,3.07,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,6,Marian,Kotleba, 2 112,6.30,  995,4.98, 1 117,8.23,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,7,Milan,Krajniak,  563,1.68,  310,1.55,  253,1.86,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,8,József,Menyhárt,  2,0.00,  2,0.01,  0,0.00,X
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,9,František,Mikloško, 1 456,4.34,  803,4.02,  653,4.81,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,10,Robert,Mistrík,  38,0.11,  13,0.06,  25,0.18,X
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,11,Maroš,Šefèoviè, 4 589,13.69, 2 438,12.22, 2 151,15.85,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,12,Róbert,Švec,  78,0.23,  36,0.18,  42,0.30,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,13,Bohumila,Tauchmannová,  48,0.14,  29,0.14,  19,0.14,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,14,Juraj,Zábojník,  51,0.15,  25,0.12,  26,0.19,
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,15,Ivan,Zuzula,  51,0.15,  25,0.12,  26,0.19,
1,Bratislavskı kraj,104,Senec,108,Senec,1,Béla,Bugár, 1 332,3.22,  247,3.02, 1 085,3.27,
1,Bratislavskı kraj,104,Senec,108,Senec,2,Zuzana,Èaputová, 23 899,57.82, 4 525,55.48, 19 374,58.39,
1,Bratislavskı kraj,104,Senec,108,Senec,3,Martin,Daòo,  189,0.45,  44,0.53,  145,0.43,
1,Bratislavskı kraj,104,Senec,108,Senec,4,Štefan,Harabin, 4 236,10.24,  864,10.59, 3 372,10.16,
1,Bratislavskı kraj,104,Senec,108,Senec,5,Eduard,Chmelár, 1 138,2.75,  273,3.34,  865,2.60,
1,Bratislavskı kraj,104,Senec,108,Senec,6,Marian,Kotleba, 2 130,5.15,  417,5.11, 1 713,5.16,
1,Bratislavskı kraj,104,Senec,108,Senec,7,Milan,Krajniak,  979,2.36,  220,2.69,  759,2.28,
1,Bratislavskı kraj,104,Senec,108,Senec,8,József,Menyhárt,  13,0.03,  0,0.00,  13,0.03,X
1,Bratislavskı kraj,104,Senec,108,Senec,9,František,Mikloško, 2 136,5.16,  425,5.21, 1 711,5.15,
1,Bratislavskı kraj,104,Senec,108,Senec,10,Robert,Mistrík,  44,0.10,  8,0.09,  36,0.10,X
1,Bratislavskı kraj,104,Senec,108,Senec,11,Maroš,Šefèoviè, 4 929,11.92, 1 074,13.16, 3 855,11.61,
1,Bratislavskı kraj,104,Senec,108,Senec,12,Róbert,Švec,  67,0.16,  15,0.18,  52,0.15,
1,Bratislavskı kraj,104,Senec,108,Senec,13,Bohumila,Tauchmannová,  76,0.18,  16,0.19,  60,0.18,
1,Bratislavskı kraj,104,Senec,108,Senec,14,Juraj,Zábojník,  96,0.23,  21,0.25,  75,0.22,
1,Bratislavskı kraj,104,Senec,108,Senec,15,Ivan,Zuzula,  68,0.16,  7,0.08,  61,0.18,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,1,Béla,Bugár, 8 677,25.25, 2 802,20.34, 5 875,28.54,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,2,Zuzana,Èaputová, 18 758,54.59, 8 042,58.38, 10 716,52.06,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,3,Martin,Daòo,  130,0.37,  57,0.41,  73,0.35,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,4,Štefan,Harabin, 2 029,5.90,  849,6.16, 1 180,5.73,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,5,Eduard,Chmelár,  372,1.08,  167,1.21,  205,0.99,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,6,Marian,Kotleba,  914,2.66,  328,2.38,  586,2.84,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,7,Milan,Krajniak,  500,1.45,  184,1.33,  316,1.53,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,8,József,Menyhárt,  190,0.55,  70,0.50,  120,0.58,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,9,František,Mikloško,  713,2.07,  366,2.65,  347,1.68,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,10,Robert,Mistrík,  44,0.12,  15,0.10,  29,0.14,X
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,11,Maroš,Šefèoviè, 1 846,5.37,  817,5.93, 1 029,4.99,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,12,Róbert,Švec,  35,0.10,  17,0.12,  18,0.08,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,13,Bohumila,Tauchmannová,  43,0.12,  10,0.07,  33,0.16,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,14,Juraj,Zábojník,  64,0.18,  36,0.26,  28,0.13,
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,15,Ivan,Zuzula,  41,0.11,  13,0.09,  28,0.13,
2,Trnavskı kraj,202,Galanta,202,Galanta,1,Béla,Bugár, 3 594,10.48,  591,4.16, 3 003,14.94,
2,Trnavskı kraj,202,Galanta,202,Galanta,2,Zuzana,Èaputová, 15 340,44.76, 6 429,45.34, 8 911,44.34,
2,Trnavskı kraj,202,Galanta,202,Galanta,3,Martin,Daòo,  178,0.51,  82,0.57,  96,0.47,
2,Trnavskı kraj,202,Galanta,202,Galanta,4,Štefan,Harabin, 3 824,11.15, 1 795,12.66, 2 029,10.09,
2,Trnavskı kraj,202,Galanta,202,Galanta,5,Eduard,Chmelár, 1 390,4.05,  792,5.58,  598,2.97,
2,Trnavskı kraj,202,Galanta,202,Galanta,6,Marian,Kotleba, 2 773,8.09, 1 192,8.40, 1 581,7.86,
2,Trnavskı kraj,202,Galanta,202,Galanta,7,Milan,Krajniak,  962,2.80,  396,2.79,  566,2.81,
2,Trnavskı kraj,202,Galanta,202,Galanta,8,József,Menyhárt,  56,0.16,  9,0.06,  47,0.23,X
2,Trnavskı kraj,202,Galanta,202,Galanta,9,František,Mikloško, 1 090,3.18,  495,3.49,  595,2.96,
2,Trnavskı kraj,202,Galanta,202,Galanta,10,Robert,Mistrík,  50,0.14,  13,0.09,  37,0.18,X
2,Trnavskı kraj,202,Galanta,202,Galanta,11,Maroš,Šefèoviè, 4 758,13.88, 2 264,15.96, 2 494,12.41,
2,Trnavskı kraj,202,Galanta,202,Galanta,12,Róbert,Švec,  98,0.28,  46,0.32,  52,0.25,
2,Trnavskı kraj,202,Galanta,202,Galanta,13,Bohumila,Tauchmannová,  44,0.12,  15,0.10,  29,0.14,
2,Trnavskı kraj,202,Galanta,202,Galanta,14,Juraj,Zábojník,  70,0.20,  38,0.26,  32,0.15,
2,Trnavskı kraj,202,Galanta,202,Galanta,15,Ivan,Zuzula,  43,0.12,  20,0.14,  23,0.11,
2,Trnavskı kraj,203,Piešany,204,Piešany,1,Béla,Bugár,  261,0.92,  133,0.86,  128,1.00,
2,Trnavskı kraj,203,Piešany,204,Piešany,2,Zuzana,Èaputová, 12 173,43.10, 7 373,47.72, 4 800,37.52,
2,Trnavskı kraj,203,Piešany,204,Piešany,3,Martin,Daòo,  146,0.51,  79,0.51,  67,0.52,
2,Trnavskı kraj,203,Piešany,204,Piešany,4,Štefan,Harabin, 3 883,13.75, 1 908,12.35, 1 975,15.44,
2,Trnavskı kraj,203,Piešany,204,Piešany,5,Eduard,Chmelár,  878,3.10,  503,3.25,  375,2.93,
2,Trnavskı kraj,203,Piešany,204,Piešany,6,Marian,Kotleba, 3 155,11.17, 1 272,8.23, 1 883,14.72,
2,Trnavskı kraj,203,Piešany,204,Piešany,7,Milan,Krajniak,  579,2.05,  289,1.87,  290,2.26,
2,Trnavskı kraj,203,Piešany,204,Piešany,8,József,Menyhárt,  6,0.02,  2,0.01,  4,0.03,X
2,Trnavskı kraj,203,Piešany,204,Piešany,9,František,Mikloško, 1 636,5.79,  998,6.45,  638,4.98,
2,Trnavskı kraj,203,Piešany,204,Piešany,10,Robert,Mistrík,  34,0.12,  4,0.02,  30,0.23,X
2,Trnavskı kraj,203,Piešany,204,Piešany,11,Maroš,Šefèoviè, 5 213,18.45, 2 749,17.79, 2 464,19.26,
2,Trnavskı kraj,203,Piešany,204,Piešany,12,Róbert,Švec,  83,0.29,  36,0.23,  47,0.36,
2,Trnavskı kraj,203,Piešany,204,Piešany,13,Bohumila,Tauchmannová,  48,0.16,  28,0.18,  20,0.15,
2,Trnavskı kraj,203,Piešany,204,Piešany,14,Juraj,Zábojník,  66,0.23,  38,0.24,  28,0.21,
2,Trnavskı kraj,203,Piešany,204,Piešany,15,Ivan,Zuzula,  79,0.27,  37,0.23,  42,0.32,
2,Trnavskı kraj,204,Senica,205,Senica,1,Béla,Bugár,  226,0.91,  86,0.88,  140,0.92,
2,Trnavskı kraj,204,Senica,205,Senica,2,Zuzana,Èaputová, 10 944,44.15, 4 383,45.07, 6 561,43.56,
2,Trnavskı kraj,204,Senica,205,Senica,3,Martin,Daòo,  108,0.43,  34,0.34,  74,0.49,
2,Trnavskı kraj,204,Senica,205,Senica,4,Štefan,Harabin, 2 739,11.05, 1 120,11.51, 1 619,10.74,
2,Trnavskı kraj,204,Senica,205,Senica,5,Eduard,Chmelár,  669,2.69,  286,2.94,  383,2.54,
2,Trnavskı kraj,204,Senica,205,Senica,6,Marian,Kotleba, 3 055,12.32, 1 115,11.46, 1 940,12.88,
2,Trnavskı kraj,204,Senica,205,Senica,7,Milan,Krajniak,  724,2.92,  253,2.60,  471,3.12,
2,Trnavskı kraj,204,Senica,205,Senica,8,József,Menyhárt,  2,0.00,  0,0.00,  2,0.01,X
2,Trnavskı kraj,204,Senica,205,Senica,9,František,Mikloško, 1 052,4.24,  403,4.14,  649,4.30,
2,Trnavskı kraj,204,Senica,205,Senica,10,Robert,Mistrík,  40,0.16,  9,0.09,  31,0.20,X
2,Trnavskı kraj,204,Senica,205,Senica,11,Maroš,Šefèoviè, 4 984,20.10, 1 941,19.96, 3 043,20.20,
2,Trnavskı kraj,204,Senica,205,Senica,12,Róbert,Švec,  67,0.27,  24,0.24,  43,0.28,
2,Trnavskı kraj,204,Senica,205,Senica,13,Bohumila,Tauchmannová,  41,0.16,  14,0.14,  27,0.17,
2,Trnavskı kraj,204,Senica,205,Senica,14,Juraj,Zábojník,  60,0.24,  24,0.24,  36,0.23,
2,Trnavskı kraj,204,Senica,205,Senica,15,Ivan,Zuzula,  73,0.29,  31,0.31,  42,0.27,
2,Trnavskı kraj,204,Senica,206,Skalica,1,Béla,Bugár,  195,0.98,  120,0.93,  75,1.08,
2,Trnavskı kraj,204,Senica,206,Skalica,2,Zuzana,Èaputová, 9 566,48.27, 6 574,51.06, 2 992,43.08,
2,Trnavskı kraj,204,Senica,206,Skalica,3,Martin,Daòo,  91,0.45,  66,0.51,  25,0.36,
2,Trnavskı kraj,204,Senica,206,Skalica,4,Štefan,Harabin, 1 955,9.86, 1 287,9.99,  668,9.61,
2,Trnavskı kraj,204,Senica,206,Skalica,5,Eduard,Chmelár,  439,2.21,  287,2.22,  152,2.18,
2,Trnavskı kraj,204,Senica,206,Skalica,6,Marian,Kotleba, 2 588,13.05, 1 569,12.18, 1 019,14.67,
2,Trnavskı kraj,204,Senica,206,Skalica,7,Milan,Krajniak,  633,3.19,  416,3.23,  217,3.12,
2,Trnavskı kraj,204,Senica,206,Skalica,8,József,Menyhárt,  0,0.00,  0,0.00,  0,0.00,X
2,Trnavskı kraj,204,Senica,206,Skalica,9,František,Mikloško,  889,4.48,  424,3.29,  465,6.69,
2,Trnavskı kraj,204,Senica,206,Skalica,10,Robert,Mistrík,  44,0.22,  31,0.24,  13,0.18,X
2,Trnavskı kraj,204,Senica,206,Skalica,11,Maroš,Šefèoviè, 3 231,16.30, 1 977,15.35, 1 254,18.05,
2,Trnavskı kraj,204,Senica,206,Skalica,12,Róbert,Švec,  55,0.27,  33,0.25,  22,0.31,
2,Trnavskı kraj,204,Senica,206,Skalica,13,Bohumila,Tauchmannová,  29,0.14,  18,0.13,  11,0.15,
2,Trnavskı kraj,204,Senica,206,Skalica,14,Juraj,Zábojník,  63,0.31,  42,0.32,  21,0.30,
2,Trnavskı kraj,204,Senica,206,Skalica,15,Ivan,Zuzula,  39,0.19,  29,0.22,  10,0.14,
