Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,41,2,Maroš,Šefèoviè,  168,22.91
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,42,1,Zuzana,Èaputová,  506,72.38
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,42,2,Maroš,Šefèoviè,  193,27.61
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,43,1,Zuzana,Èaputová,  561,75.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,43,2,Maroš,Šefèoviè,  187,25.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,44,1,Zuzana,Èaputová,  482,78.75
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,44,2,Maroš,Šefèoviè,  130,21.24
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,45,1,Zuzana,Èaputová,  744,80.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,45,2,Maroš,Šefèoviè,  186,20.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,46,1,Zuzana,Èaputová,  415,72.42
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,46,2,Maroš,Šefèoviè,  158,27.57
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,47,1,Zuzana,Èaputová,  318,77.75
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,47,2,Maroš,Šefèoviè,  91,22.24
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,48,1,Zuzana,Èaputová,  324,71.52
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,48,2,Maroš,Šefèoviè,  129,28.47
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,49,1,Zuzana,Èaputová,  265,71.81
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,49,2,Maroš,Šefèoviè,  104,28.18
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,50,1,Zuzana,Èaputová,  464,78.51
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,50,2,Maroš,Šefèoviè,  127,21.48
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,51,1,Zuzana,Èaputová,  291,75.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,51,2,Maroš,Šefèoviè,  97,25.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,52,1,Zuzana,Èaputová,  285,69.17
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,52,2,Maroš,Šefèoviè,  127,30.82
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,53,1,Zuzana,Èaputová,  464,80.13
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,53,2,Maroš,Šefèoviè,  115,19.86
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,54,1,Zuzana,Èaputová,  583,79.86
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,54,2,Maroš,Šefèoviè,  147,20.13
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,55,1,Zuzana,Èaputová,  524,78.20
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,55,2,Maroš,Šefèoviè,  146,21.79
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,56,1,Zuzana,Èaputová,  335,79.19
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,56,2,Maroš,Šefèoviè,  88,20.80
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,57,1,Zuzana,Èaputová,  280,63.49
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,57,2,Maroš,Šefèoviè,  161,36.50
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,58,1,Zuzana,Èaputová,  264,74.78
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,58,2,Maroš,Šefèoviè,  89,25.21
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,59,1,Zuzana,Èaputová,  379,78.30
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,59,2,Maroš,Šefèoviè,  105,21.69
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,60,1,Zuzana,Èaputová,  394,72.02
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,60,2,Maroš,Šefèoviè,  153,27.97
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,61,1,Zuzana,Èaputová,  332,69.31
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,61,2,Maroš,Šefèoviè,  147,30.68
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,62,1,Zuzana,Èaputová,  271,72.26
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,62,2,Maroš,Šefèoviè,  104,27.73
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,63,1,Zuzana,Èaputová,  324,72.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,63,2,Maroš,Šefèoviè,  126,28.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,64,1,Zuzana,Èaputová,  261,73.93
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,64,2,Maroš,Šefèoviè,  92,26.06
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,65,1,Zuzana,Èaputová,  400,76.92
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,65,2,Maroš,Šefèoviè,  120,23.07
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,66,1,Zuzana,Èaputová,  381,75.29
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,66,2,Maroš,Šefèoviè,  125,24.70
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,67,1,Zuzana,Èaputová,  427,77.63
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,67,2,Maroš,Šefèoviè,  123,22.36
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,68,1,Zuzana,Èaputová,  477,80.57
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,68,2,Maroš,Šefèoviè,  115,19.42
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,69,1,Zuzana,Èaputová,  678,78.83
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,69,2,Maroš,Šefèoviè,  182,21.16
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,70,1,Zuzana,Èaputová,  440,78.57
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ruinov,70,2,Maroš,Šefèoviè,  120,21.42
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,1,1,Zuzana,Èaputová,  325,79.85
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,1,2,Maroš,Šefèoviè,  82,20.14
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,2,1,Zuzana,Èaputová,  396,82.15
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,2,2,Maroš,Šefèoviè,  86,17.84
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,3,1,Zuzana,Èaputová,  475,87.80
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,3,2,Maroš,Šefèoviè,  66,12.19
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,4,1,Zuzana,Èaputová,  358,73.51
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,4,2,Maroš,Šefèoviè,  129,26.48
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,5,1,Zuzana,Èaputová,  195,71.69
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,5,2,Maroš,Šefèoviè,  77,28.30
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,6,1,Zuzana,Èaputová,  265,72.60
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,6,2,Maroš,Šefèoviè,  100,27.39
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,7,1,Zuzana,Èaputová,  299,73.82
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,7,2,Maroš,Šefèoviè,  106,26.17
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,8,1,Zuzana,Èaputová,  388,78.54
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,8,2,Maroš,Šefèoviè,  106,21.45
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,9,1,Zuzana,Èaputová,  273,76.25
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,9,2,Maroš,Šefèoviè,  85,23.74
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,10,1,Zuzana,Èaputová,  141,69.11
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,10,2,Maroš,Šefèoviè,  63,30.88
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,11,1,Zuzana,Èaputová,  504,74.66
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,11,2,Maroš,Šefèoviè,  171,25.33
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,12,1,Zuzana,Èaputová,  86,61.87
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,12,2,Maroš,Šefèoviè,  53,38.12
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,13,1,Zuzana,Èaputová,  187,80.95
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,13,2,Maroš,Šefèoviè,  44,19.04
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,14,1,Zuzana,Èaputová,  337,72.47
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,14,2,Maroš,Šefèoviè,  128,27.52
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,15,1,Zuzana,Èaputová,  328,73.87
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,15,2,Maroš,Šefèoviè,  116,26.12
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,16,1,Zuzana,Èaputová,  336,70.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,16,2,Maroš,Šefèoviè,  144,30.00
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,17,1,Zuzana,Èaputová,  383,64.91
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,17,2,Maroš,Šefèoviè,  207,35.08
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,18,1,Zuzana,Èaputová,  378,67.50
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,18,2,Maroš,Šefèoviè,  182,32.50
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,19,1,Zuzana,Èaputová,  260,62.50
1,Bratislavskı kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuòa,19,2,Maroš,Šefèoviè,  156,37.50
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,1,1,Zuzana,Èaputová,  326,76.34
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,1,2,Maroš,Šefèoviè,  101,23.65
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,2,1,Zuzana,Èaputová,  378,79.24
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,2,2,Maroš,Šefèoviè,  99,20.75
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,3,1,Zuzana,Èaputová,  379,76.56
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,3,2,Maroš,Šefèoviè,  116,23.43
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,4,1,Zuzana,Èaputová,  343,87.94
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,4,2,Maroš,Šefèoviè,  47,12.05
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,5,1,Zuzana,Èaputová,  290,73.04
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,5,2,Maroš,Šefèoviè,  107,26.95
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,6,1,Zuzana,Èaputová,  326,71.49
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,6,2,Maroš,Šefèoviè,  130,28.50
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,7,1,Zuzana,Èaputová,  295,73.93
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,7,2,Maroš,Šefèoviè,  104,26.06
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,8,1,Zuzana,Èaputová,  257,74.27
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,8,2,Maroš,Šefèoviè,  89,25.72
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,9,1,Zuzana,Èaputová,  374,80.60
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,9,2,Maroš,Šefèoviè,  90,19.39
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,10,1,Zuzana,Èaputová,  349,71.81
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,10,2,Maroš,Šefèoviè,  137,28.18
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,11,1,Zuzana,Èaputová,  310,75.98
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,11,2,Maroš,Šefèoviè,  98,24.01
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,12,1,Zuzana,Èaputová,  377,79.87
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,12,2,Maroš,Šefèoviè,  95,20.12
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,13,1,Zuzana,Èaputová,  267,77.84
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,13,2,Maroš,Šefèoviè,  76,22.15
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,14,1,Zuzana,Èaputová,  343,80.51
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,14,2,Maroš,Šefèoviè,  83,19.48
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,15,1,Zuzana,Èaputová,  266,65.35
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,15,2,Maroš,Šefèoviè,  141,34.64
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,16,1,Zuzana,Èaputová,  299,73.10
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,16,2,Maroš,Šefèoviè,  110,26.89
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,17,1,Zuzana,Èaputová,  350,73.83
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,17,2,Maroš,Šefèoviè,  124,26.16
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,18,1,Zuzana,Èaputová,  426,78.02
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,18,2,Maroš,Šefèoviè,  120,21.97
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,19,1,Zuzana,Èaputová,  361,77.13
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,19,2,Maroš,Šefèoviè,  107,22.86
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,20,1,Zuzana,Èaputová,  386,75.24
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,20,2,Maroš,Šefèoviè,  127,24.75
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,21,1,Zuzana,Èaputová,  269,74.51
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,21,2,Maroš,Šefèoviè,  92,25.48
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,22,1,Zuzana,Èaputová,  491,81.15
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,22,2,Maroš,Šefèoviè,  114,18.84
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,23,1,Zuzana,Èaputová,  361,73.82
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,23,2,Maroš,Šefèoviè,  128,26.17
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,24,1,Zuzana,Èaputová,  351,75.97
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,24,2,Maroš,Šefèoviè,  111,24.02
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,25,1,Zuzana,Èaputová,  364,78.44
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,25,2,Maroš,Šefèoviè,  100,21.55
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,26,1,Zuzana,Èaputová,  357,82.06
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,26,2,Maroš,Šefèoviè,  78,17.93
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,27,1,Zuzana,Èaputová,  261,79.57
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,27,2,Maroš,Šefèoviè,  67,20.42
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,28,1,Zuzana,Èaputová,  435,81.76
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,28,2,Maroš,Šefèoviè,  97,18.23
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,29,1,Zuzana,Èaputová,  281,70.78
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,29,2,Maroš,Šefèoviè,  116,29.21
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,30,1,Zuzana,Èaputová,  489,83.73
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,30,2,Maroš,Šefèoviè,  95,16.26
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,31,1,Zuzana,Èaputová,  429,72.71
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,31,2,Maroš,Šefèoviè,  161,27.28
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,32,1,Zuzana,Èaputová,  466,76.64
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,32,2,Maroš,Šefèoviè,  142,23.35
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,33,1,Zuzana,Èaputová,  392,67.82
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,33,2,Maroš,Šefèoviè,  186,32.17
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,34,1,Zuzana,Èaputová,  345,74.19
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,34,2,Maroš,Šefèoviè,  120,25.80
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,35,1,Zuzana,Èaputová,  367,78.08
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,35,2,Maroš,Šefèoviè,  103,21.91
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,36,1,Zuzana,Èaputová,  346,76.71
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,36,2,Maroš,Šefèoviè,  105,23.28
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,37,1,Zuzana,Èaputová,  264,73.74
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,37,2,Maroš,Šefèoviè,  94,26.25
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,38,1,Zuzana,Èaputová,  412,73.70
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,38,2,Maroš,Šefèoviè,  147,26.29
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,39,1,Zuzana,Èaputová,  368,73.89
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,39,2,Maroš,Šefèoviè,  130,26.10
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,40,1,Zuzana,Èaputová,  345,79.49
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,40,2,Maroš,Šefèoviè,  89,20.50
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,41,1,Zuzana,Èaputová,  490,87.65
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,41,2,Maroš,Šefèoviè,  69,12.34
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,42,1,Zuzana,Èaputová,  366,75.30
1,Bratislavskı kraj,101,Bratislava,103,Bratislava III,529346,Bratislava - Nové Mesto,42,2,Maroš,Šefèoviè,  120,24.69
